product,channel,gap_start_utc,gap_end_utc,gap_seconds
M1,C13,2025-11-08T10:07:26+00:00,2025-11-08T14:07:26+00:00,14400
M1,C13,2025-11-08T14:07:26+00:00,2025-11-09T08:22:26+00:00,65700
M1,C13,2025-11-09T08:22:26+00:00,2025-11-09T11:07:27+00:00,9901
M1,C13,2025-11-09T11:07:27+00:00,2025-11-10T09:07:27+00:00,79200
M1,C13,2025-11-10T09:07:27+00:00,2025-11-10T12:37:27+00:00,12600
M1,C13,2025-11-10T12:37:27+00:00,2025-11-10T13:22:27+00:00,2700
M1,C13,2025-11-10T13:22:27+00:00,2025-11-11T04:52:24+00:00,55797
M1,C13,2025-11-11T04:52:24+00:00,2025-11-11T22:37:25+00:00,63901
M1,C13,2025-11-11T22:37:25+00:00,2025-11-12T03:07:25+00:00,16200
M1,C13,2025-11-12T03:07:25+00:00,2025-11-12T06:07:25+00:00,10800
M1,C13,2025-11-12T06:07:25+00:00,2025-11-12T16:22:25+00:00,36900
M1,C13,2025-11-12T16:22:25+00:00,2025-11-12T16:52:25+00:00,1800
M1,C13,2025-11-12T16:52:25+00:00,2025-11-13T00:52:25+00:00,28800
M1,C13,2025-11-13T00:52:25+00:00,2025-11-13T09:22:25+00:00,30600
M1,C13,2025-11-13T09:22:25+00:00,2025-11-13T11:37:25+00:00,8100
M1,C13,2025-11-13T11:37:25+00:00,2025-11-13T13:07:25+00:00,5400
M1,C13,2025-11-13T13:07:25+00:00,2025-11-13T15:24:25+00:00,8220
M1,C13,2025-11-13T15:24:25+00:00,2025-11-13T16:24:25+00:00,3600
M1,C13,2025-11-13T16:24:25+00:00,2025-11-14T07:37:25+00:00,54780
M1,C13,2025-11-14T07:37:25+00:00,2025-11-14T10:37:25+00:00,10800
M1,C13,2025-11-14T10:37:25+00:00,2025-11-14T11:22:25+00:00,2700
M1,C13,2025-11-14T11:22:25+00:00,2025-11-15T03:07:25+00:00,56700
M1,C13,2025-11-15T03:07:25+00:00,2025-11-15T07:22:25+00:00,15300
M1,C13,2025-11-15T07:22:25+00:00,2025-11-15T09:22:25+00:00,7200
M1,C13,2025-11-15T09:22:25+00:00,2025-11-15T15:37:25+00:00,22500
M1,C13,2025-11-15T15:37:25+00:00,2025-11-15T23:52:25+00:00,29700
M1,C13,2025-11-15T23:52:25+00:00,2025-11-16T04:52:25+00:00,18000
M1,C13,2025-11-16T04:52:25+00:00,2025-11-17T00:22:25+00:00,70200
M1,C13,2025-11-17T00:22:25+00:00,2025-11-17T05:52:25+00:00,19800
M1,C13,2025-11-17T05:52:25+00:00,2025-11-17T19:52:26+00:00,50401
M1,C13,2025-11-17T19:52:26+00:00,2025-11-18T03:22:26+00:00,27000
M1,C13,2025-11-18T03:22:26+00:00,2025-11-18T04:52:26+00:00,5400
M1,C13,2025-11-18T04:52:26+00:00,2025-11-18T15:07:26+00:00,36900
M1,C13,2025-11-18T15:07:26+00:00,2025-11-18T16:37:26+00:00,5400
M1,C13,2025-11-18T16:37:26+00:00,2025-11-18T17:22:26+00:00,2700
M1,C13,2025-11-18T17:22:26+00:00,2025-11-19T04:52:26+00:00,41400
M1,C13,2025-11-19T04:52:26+00:00,2025-11-19T05:52:26+00:00,3600
M1,C13,2025-11-19T05:52:26+00:00,2025-11-19T14:37:26+00:00,31500
M1,C13,2025-11-19T14:37:26+00:00,2025-11-19T15:24:26+00:00,2820
M1,C13,2025-11-19T15:24:26+00:00,2025-11-19T16:37:26+00:00,4380
M1,C13,2025-11-19T16:37:26+00:00,2025-11-19T22:37:26+00:00,21600
M1,C13,2025-11-19T22:37:26+00:00,2025-11-19T23:52:26+00:00,4500
M1,C13,2025-11-19T23:52:26+00:00,2025-11-20T10:07:26+00:00,36900
M1,C13,2025-11-20T10:07:26+00:00,2025-11-20T16:06:26+00:00,21540
M1,C13,2025-11-20T16:06:26+00:00,2025-11-20T20:37:26+00:00,16260
M1,C13,2025-11-20T20:37:26+00:00,2025-11-20T22:37:26+00:00,7200
M1,C13,2025-11-20T22:37:26+00:00,2025-11-21T04:52:26+00:00,22500
M1,C13,2025-11-21T04:52:26+00:00,2025-11-21T13:37:26+00:00,31500
M1,C13,2025-11-21T13:37:26+00:00,2025-11-21T19:07:26+00:00,19800
M1,C13,2025-11-21T19:07:26+00:00,2025-11-22T00:37:26+00:00,19800
M1,C13,2025-11-22T00:37:26+00:00,2025-11-22T03:22:26+00:00,9900
M1,C13,2025-11-22T03:22:26+00:00,2025-11-22T04:37:26+00:00,4500
M1,C13,2025-11-22T04:37:26+00:00,2025-11-22T06:07:26+00:00,5400
M1,C13,2025-11-22T06:07:26+00:00,2025-11-22T10:07:26+00:00,14400
M1,C13,2025-11-22T10:07:26+00:00,2025-11-22T12:37:26+00:00,9000
M1,C13,2025-11-22T12:37:26+00:00,2025-11-22T13:07:26+00:00,1800
M1,C13,2025-11-22T13:07:26+00:00,2025-11-22T15:07:26+00:00,7200
M1,C13,2025-11-22T15:07:26+00:00,2025-11-22T16:07:26+00:00,3600
M1,C13,2025-11-22T16:07:26+00:00,2025-11-22T20:52:26+00:00,17100
M1,C13,2025-11-22T20:52:26+00:00,2025-11-22T21:37:26+00:00,2700
M1,C13,2025-11-22T21:37:26+00:00,2025-11-23T00:52:26+00:00,11700
M1,C13,2025-11-23T00:52:26+00:00,2025-11-23T02:07:26+00:00,4500
M1,C13,2025-11-23T02:07:26+00:00,2025-11-23T12:22:27+00:00,36901
M1,C13,2025-11-23T12:22:27+00:00,2025-11-23T18:37:27+00:00,22500
M1,C13,2025-11-23T18:37:27+00:00,2025-11-23T21:07:27+00:00,9000
M1,C13,2025-11-23T21:07:27+00:00,2025-11-23T21:52:27+00:00,2700
M1,C13,2025-11-23T21:52:27+00:00,2025-11-24T05:52:27+00:00,28800
M1,C13,2025-11-24T05:52:27+00:00,2025-11-24T08:22:27+00:00,9000
M1,C13,2025-11-24T08:22:27+00:00,2025-11-24T09:22:27+00:00,3600
M1,C13,2025-11-24T09:22:27+00:00,2025-11-24T10:07:27+00:00,2700
M1,C13,2025-11-24T10:07:27+00:00,2025-11-24T21:06:24+00:00,39537
M1,C13,2025-11-24T21:06:24+00:00,2025-11-25T03:37:24+00:00,23460
M1,C13,2025-11-25T03:37:24+00:00,2025-11-25T06:22:24+00:00,9900
M1,C13,2025-11-25T06:22:24+00:00,2025-11-25T12:52:25+00:00,23401
M1,C13,2025-11-25T12:52:25+00:00,2025-11-25T13:52:25+00:00,3600
M1,C13,2025-11-25T13:52:25+00:00,2025-11-25T18:37:25+00:00,17100
M1,C13,2025-11-25T18:37:25+00:00,2025-11-25T19:37:25+00:00,3600
M1,C13,2025-11-25T19:37:25+00:00,2025-11-25T20:06:25+00:00,1740
M1,C13,2025-11-25T20:06:25+00:00,2025-11-26T06:37:25+00:00,37860
M1,C13,2025-11-26T06:37:25+00:00,2025-11-26T07:22:25+00:00,2700
M1,C13,2025-11-26T07:22:25+00:00,2025-11-26T13:07:25+00:00,20700
M1,C13,2025-11-26T13:07:25+00:00,2025-11-26T14:22:25+00:00,4500
M1,C13,2025-11-26T14:22:25+00:00,2025-11-27T04:22:25+00:00,50400
M1,C13,2025-11-27T04:22:25+00:00,2025-11-27T06:07:25+00:00,6300
M1,C13,2025-11-27T06:07:25+00:00,2025-11-27T08:22:25+00:00,8100
M1,C13,2025-11-27T08:22:25+00:00,2025-11-27T09:07:25+00:00,2700
M1,C13,2025-11-27T09:07:25+00:00,2025-11-27T10:52:25+00:00,6300
M1,C13,2025-11-27T10:52:25+00:00,2025-11-27T19:22:25+00:00,30600
M1,C13,2025-11-27T19:22:25+00:00,2025-11-28T23:52:25+00:00,102600
M1,C13,2025-11-28T23:52:25+00:00,2025-11-29T11:07:25+00:00,40500
M1,C13,2025-11-29T11:07:25+00:00,2025-11-29T11:37:25+00:00,1800
M1,C13,2025-11-29T11:37:25+00:00,2025-11-29T21:07:25+00:00,34200
M1,C13,2025-11-29T21:07:25+00:00,2025-11-30T06:22:25+00:00,33300
M1,C13,2025-11-30T06:22:25+00:00,2025-11-30T10:37:25+00:00,15300
M1,C13,2025-11-30T10:37:25+00:00,2025-11-30T11:52:25+00:00,4500
M1,C13,2025-11-30T11:52:25+00:00,2025-11-30T13:07:25+00:00,4500
M1,C13,2025-11-30T13:07:25+00:00,2025-11-30T14:52:25+00:00,6300
M1,C13,2025-11-30T14:52:25+00:00,2025-11-30T16:37:25+00:00,6300
M1,C13,2025-11-30T16:52:25+00:00,2025-11-30T22:37:25+00:00,20700
M1,C13,2025-11-30T22:37:25+00:00,2025-12-01T02:07:25+00:00,12600
M1,C13,2025-12-01T02:07:25+00:00,2025-12-01T05:52:25+00:00,13500
M1,C13,2025-12-01T05:52:25+00:00,2025-12-01T08:37:25+00:00,9900
M1,C13,2025-12-01T08:37:25+00:00,2025-12-01T19:37:26+00:00,39601
M1,C13,2025-12-01T19:37:26+00:00,2025-12-02T07:07:26+00:00,41400
M1,C13,2025-12-02T07:07:26+00:00,2025-12-02T20:37:26+00:00,48600
M1,C13,2025-12-02T20:52:26+00:00,2025-12-02T21:22:26+00:00,1800
M1,C13,2025-12-02T21:22:26+00:00,2025-12-03T01:37:26+00:00,15300
M1,C13,2025-12-03T01:37:26+00:00,2025-12-03T02:52:26+00:00,4500
M1,C13,2025-12-03T02:52:26+00:00,2025-12-03T11:07:26+00:00,29700
M1,C13,2025-12-03T11:07:26+00:00,2025-12-03T17:37:26+00:00,23400
M1,C13,2025-12-03T17:37:26+00:00,2025-12-04T00:07:26+00:00,23400
M1,C13,2025-12-04T00:07:26+00:00,2025-12-04T00:37:26+00:00,1800
M1,C13,2025-12-04T00:37:26+00:00,2025-12-04T05:22:26+00:00,17100
M1,C13,2025-12-04T05:22:26+00:00,2025-12-04T10:52:26+00:00,19800
M1,C13,2025-12-04T10:52:26+00:00,2025-12-04T12:52:26+00:00,7200
M1,C13,2025-12-04T12:52:26+00:00,2025-12-04T16:22:26+00:00,12600
M1,C13,2025-12-04T16:22:26+00:00,2025-12-04T21:07:26+00:00,17100
M1,C13,2025-12-04T21:07:26+00:00,2025-12-05T07:22:26+00:00,36900
M1,C13,2025-12-05T07:22:26+00:00,2025-12-05T20:52:26+00:00,48600
M1,C13,2025-12-05T20:52:26+00:00,2025-12-06T02:07:26+00:00,18900
M1,C13,2025-12-06T02:07:26+00:00,2025-12-06T09:07:26+00:00,25200
M1,C13,2025-12-06T09:07:26+00:00,2025-12-06T19:37:26+00:00,37800
M1,C13,2025-12-06T19:37:26+00:00,2025-12-07T07:07:26+00:00,41400
M1,C13,2025-12-07T07:07:26+00:00,2025-12-07T07:52:26+00:00,2700
M1,C13,2025-12-07T07:52:26+00:00,2025-12-07T11:52:27+00:00,14401
M1,C13,2025-12-07T11:52:27+00:00,2025-12-07T17:07:27+00:00,18900
M1,C13,2025-12-07T17:07:27+00:00,2025-12-08T02:37:27+00:00,34200
M1,C13,2025-12-08T02:37:27+00:00,2025-12-08T03:07:27+00:00,1800
M1,C13,2025-12-08T03:07:27+00:00,2025-12-08T06:37:27+00:00,12600
M1,C13,2025-12-08T06:37:27+00:00,2025-12-08T10:52:27+00:00,15300
M1,C13,2025-12-08T10:52:27+00:00,2025-12-09T01:22:27+00:00,52200
M1,C13,2025-12-09T01:22:27+00:00,2025-12-09T04:07:27+00:00,9900
M1,C13,2025-12-09T04:07:27+00:00,2025-12-09T08:37:27+00:00,16200
M1,C13,2025-12-09T08:37:27+00:00,2025-12-09T10:52:27+00:00,8100
M1,C13,2025-12-09T10:52:27+00:00,2025-12-09T16:37:24+00:00,20697
M1,C13,2025-12-09T16:37:24+00:00,2025-12-10T06:52:24+00:00,51300
M1,C13,2025-12-10T06:52:24+00:00,2025-12-11T07:37:25+00:00,89101
M1,C13,2025-12-11T07:37:25+00:00,2025-12-11T13:22:25+00:00,20700
M1,C13,2025-12-11T13:22:25+00:00,2025-12-11T15:07:25+00:00,6300
M1,C13,2025-12-11T15:22:25+00:00,2025-12-12T12:22:25+00:00,75600
M1,C13,2025-12-12T12:22:25+00:00,2025-12-12T12:52:25+00:00,1800
M1,C13,2025-12-12T12:52:25+00:00,2025-12-13T10:37:25+00:00,78300
M1,C13,2025-12-13T10:37:25+00:00,2025-12-13T12:52:25+00:00,8100
M1,C13,2025-12-13T12:52:25+00:00,2025-12-13T15:52:25+00:00,10800
M1,C13,2025-12-13T15:52:25+00:00,2025-12-13T18:22:25+00:00,9000
M1,C13,2025-12-13T18:22:25+00:00,2025-12-13T18:52:25+00:00,1800
M1,C13,2025-12-13T18:52:25+00:00,2025-12-13T23:07:25+00:00,15300
M1,C13,2025-12-13T23:07:25+00:00,2025-12-14T04:37:25+00:00,19800
M1,C13,2025-12-14T04:37:25+00:00,2025-12-14T07:07:25+00:00,9000
M1,C13,2025-12-14T07:07:25+00:00,2025-12-15T00:37:25+00:00,63000
M1,C13,2025-12-15T00:37:25+00:00,2025-12-15T04:22:25+00:00,13500
M1,C13,2025-12-15T04:22:25+00:00,2025-12-15T12:07:25+00:00,27900
M1,C13,2025-12-15T12:07:25+00:00,2025-12-16T06:07:25+00:00,64800
M1,C13,2025-12-16T06:07:25+00:00,2025-12-16T07:22:25+00:00,4500
M1,C13,2025-12-16T07:22:25+00:00,2025-12-17T01:37:26+00:00,65701
M1,C13,2025-12-17T01:37:26+00:00,2025-12-17T10:07:26+00:00,30600
M1,C13,2025-12-17T10:07:26+00:00,2025-12-17T17:52:26+00:00,27900
M1,C13,2025-12-17T17:52:26+00:00,2025-12-18T00:37:26+00:00,24300
M1,C13,2025-12-18T00:37:26+00:00,2025-12-18T01:22:26+00:00,2700
M1,C13,2025-12-18T01:22:26+00:00,2025-12-18T15:24:26+00:00,50520
M1,C13,2025-12-18T15:24:26+00:00,2025-12-19T10:52:26+00:00,70080
M1,C13,2025-12-19T10:52:26+00:00,2025-12-20T08:07:26+00:00,76500
M1,C13,2025-12-20T08:07:26+00:00,2025-12-20T10:22:26+00:00,8100
M1,C13,2025-12-20T10:22:26+00:00,2025-12-20T18:37:26+00:00,29700
M1,C13,2025-12-20T18:37:26+00:00,2025-12-21T07:52:26+00:00,47700
M1,C13,2025-12-21T07:52:26+00:00,2025-12-22T03:22:26+00:00,70200
M1,C13,2025-12-22T03:22:26+00:00,2025-12-22T11:07:27+00:00,27901
M1,C13,2025-12-22T11:07:27+00:00,2025-12-22T12:37:27+00:00,5400
M1,C13,2025-12-22T12:37:27+00:00,2025-12-22T14:07:27+00:00,5400
M1,C13,2025-12-22T14:07:27+00:00,2025-12-22T21:37:24+00:00,26997
M1,C13,2025-12-22T21:37:24+00:00,2025-12-23T03:07:24+00:00,19800
M1,C13,2025-12-23T03:07:24+00:00,2025-12-23T05:22:24+00:00,8100
M1,C13,2025-12-23T05:22:24+00:00,2025-12-23T12:52:25+00:00,27001
M1,C13,2025-12-23T12:52:25+00:00,2025-12-24T02:07:25+00:00,47700
M1,C13,2025-12-24T02:07:25+00:00,2025-12-24T21:37:25+00:00,70200
M1,C13,2025-12-24T21:37:25+00:00,2025-12-25T00:52:25+00:00,11700
M1,C13,2025-12-25T00:52:25+00:00,2025-12-25T02:22:25+00:00,5400
M1,C13,2025-12-25T02:22:25+00:00,2025-12-25T06:22:25+00:00,14400
M1,C13,2025-12-25T06:22:25+00:00,2025-12-25T11:52:25+00:00,19800
M1,C13,2025-12-25T11:52:25+00:00,2025-12-25T17:22:25+00:00,19800
M1,C13,2025-12-25T17:22:25+00:00,2025-12-26T03:22:25+00:00,36000
M1,C13,2025-12-26T03:22:25+00:00,2025-12-26T07:22:25+00:00,14400
M1,C13,2025-12-26T07:22:25+00:00,2025-12-26T09:22:25+00:00,7200
M1,C13,2025-12-26T09:22:25+00:00,2025-12-26T10:22:25+00:00,3600
M1,C13,2025-12-26T10:22:25+00:00,2025-12-26T22:07:25+00:00,42300
M1,C13,2025-12-26T22:07:25+00:00,2025-12-27T03:52:25+00:00,20700
M1,C13,2025-12-27T03:52:25+00:00,2025-12-27T08:52:25+00:00,18000
M1,C13,2025-12-27T08:52:25+00:00,2025-12-27T16:22:25+00:00,27000
M1,C13,2025-12-27T16:22:25+00:00,2025-12-27T17:37:25+00:00,4500
M1,C13,2025-12-27T17:37:25+00:00,2025-12-27T22:22:25+00:00,17100
M1,C13,2025-12-27T22:22:25+00:00,2025-12-28T08:22:25+00:00,36000
M1,C13,2025-12-28T08:22:25+00:00,2025-12-29T02:22:25+00:00,64800
M1,C13,2025-12-29T02:22:25+00:00,2025-12-29T03:07:25+00:00,2700
M1,C13,2025-12-29T03:07:25+00:00,2025-12-29T05:22:25+00:00,8100
M1,C13,2025-12-29T05:22:25+00:00,2025-12-29T07:52:25+00:00,9000
M1,C13,2025-12-29T07:52:25+00:00,2025-12-29T12:22:26+00:00,16201
M1,C13,2025-12-29T12:22:26+00:00,2025-12-29T16:37:26+00:00,15300
M1,C13,2025-12-29T16:37:26+00:00,2025-12-30T02:52:26+00:00,36900
M1,C13,2025-12-30T02:52:26+00:00,2026-01-01T00:07:26+00:00,162900
M1,C13,2026-01-01T00:07:26+00:00,2026-01-01T10:37:26+00:00,37800
M1,C13,2026-01-01T10:37:26+00:00,2026-01-03T03:07:26+00:00,145800
M1,C13,2026-01-03T03:22:26+00:00,2026-01-03T06:22:26+00:00,10800
M1,C13,2026-01-03T06:22:26+00:00,2026-01-03T12:22:26+00:00,21600
M1,C13,2026-01-03T12:22:26+00:00,2026-01-03T23:52:26+00:00,41400
M1,C13,2026-01-03T23:52:26+00:00,2026-01-04T06:22:26+00:00,23400
M1,C13,2026-01-04T06:22:26+00:00,2026-01-04T13:37:27+00:00,26101
M1,C13,2026-01-04T13:37:27+00:00,2026-01-05T00:22:27+00:00,38700
M1,C13,2026-01-05T00:22:27+00:00,2026-01-05T04:52:27+00:00,16200
M1,C13,2026-01-05T04:52:27+00:00,2026-01-05T14:24:27+00:00,34320
M1,C13,2026-01-05T14:24:27+00:00,2026-01-05T16:54:24+00:00,8997
M1,C13,2026-01-05T16:54:24+00:00,2026-01-05T17:54:24+00:00,3600
M1,C13,2026-01-05T17:54:24+00:00,2026-01-06T12:52:25+00:00,68281
M1,C13,2026-01-06T12:52:25+00:00,2026-01-06T14:54:25+00:00,7320
M1,C13,2026-01-06T14:54:25+00:00,2026-01-06T16:37:25+00:00,6180
M1,C13,2026-01-06T16:37:25+00:00,2026-01-07T00:52:25+00:00,29700
M1,C13,2026-01-07T00:52:25+00:00,2026-01-08T06:37:25+00:00,107100
M1,C13,2026-01-08T06:37:25+00:00,2026-01-08T09:52:25+00:00,11700
M1,C13,2026-01-08T09:52:25+00:00,2026-01-08T13:52:25+00:00,14400
M1,C13,2026-01-08T13:52:25+00:00,2026-01-08T14:52:25+00:00,3600
M1,C13,2026-01-08T14:52:25+00:00,2026-01-09T00:52:25+00:00,36000
M1,C13,2026-01-09T00:52:25+00:00,2026-01-09T02:07:25+00:00,4500
M1,C13,2026-01-09T02:07:25+00:00,2026-01-09T05:37:25+00:00,12600
M1,C13,2026-01-09T05:37:25+00:00,2026-01-09T12:22:25+00:00,24300
M1,C13,2026-01-09T12:52:25+00:00,2026-01-10T06:52:25+00:00,64800
M1,C13,2026-01-10T06:52:25+00:00,2026-01-11T05:52:25+00:00,82800
M1,C13,2026-01-11T05:52:25+00:00,2026-01-11T11:52:25+00:00,21600
M1,C13,2026-01-11T11:52:25+00:00,2026-01-12T08:22:25+00:00,73800
M1,C13,2026-01-12T08:22:25+00:00,2026-01-12T10:52:26+00:00,9001
M1,C13,2026-01-12T10:52:26+00:00,2026-01-13T10:07:26+00:00,83700
M1,C13,2026-01-13T10:07:26+00:00,2026-01-13T12:22:26+00:00,8100
M1,C13,2026-01-13T12:22:26+00:00,2026-01-14T15:22:26+00:00,97200
M1,C13,2026-01-14T15:22:26+00:00,2026-01-15T09:22:26+00:00,64800
M1,C13,2026-01-15T09:22:26+00:00,2026-01-15T10:22:26+00:00,3600
M1,C13,2026-01-15T10:22:26+00:00,2026-01-15T10:52:26+00:00,1800
M1,C13,2026-01-15T10:52:26+00:00,2026-01-16T07:22:26+00:00,73800
M1,C13,2026-01-16T07:22:26+00:00,2026-01-17T08:37:26+00:00,90900
M1,C13,2026-01-17T08:37:26+00:00,2026-01-17T16:52:26+00:00,29700
M1,C13,2026-01-17T16:52:26+00:00,2026-01-18T14:52:27+00:00,79201
M1,C13,2026-01-18T14:52:27+00:00,2026-01-19T13:07:27+00:00,80100
M1,C13,2026-01-19T13:07:27+00:00,2026-01-20T10:22:25+00:00,76498
M1,C13,2026-01-20T10:22:25+00:00,2026-01-20T16:37:25+00:00,22500
M1,C13,2026-01-20T16:37:25+00:00,2026-01-21T15:07:25+00:00,81000
M1,C13,2026-01-21T15:07:25+00:00,2026-01-21T15:37:25+00:00,1800
M1,C13,2026-01-21T15:37:25+00:00,2026-01-22T16:24:25+00:00,89220
M1,C13,2026-01-22T16:24:25+00:00,2026-01-23T04:07:25+00:00,42180
M1,C13,2026-01-23T04:07:25+00:00,2026-01-25T09:22:25+00:00,191700
M1,C13,2026-01-25T09:22:25+00:00,2026-01-26T09:37:26+00:00,87301
M1,C13,2026-01-26T09:37:26+00:00,2026-01-26T14:52:26+00:00,18900
M1,C13,2026-01-26T14:52:26+00:00,2026-01-27T04:52:26+00:00,50400
M1,C13,2026-01-27T04:52:26+00:00,2026-01-27T06:52:26+00:00,7200
M1,C13,2026-01-27T06:52:26+00:00,2026-01-28T09:52:26+00:00,97200
M1,C13,2026-01-28T09:52:26+00:00,2026-01-28T14:07:26+00:00,15300
M1,C13,2026-01-28T14:07:26+00:00,2026-01-29T11:37:26+00:00,77400
M1,C13,2026-01-29T11:37:26+00:00,2026-01-29T13:06:26+00:00,5340
M1,C13,2026-01-29T13:06:26+00:00,2026-01-30T05:52:26+00:00,60360
M1,C13,2026-01-30T05:52:26+00:00,2026-01-30T08:22:26+00:00,9000
M1,C13,2026-01-30T08:22:26+00:00,2026-02-01T09:52:27+00:00,178201
M1,C13,2026-02-01T09:52:27+00:00,2026-02-07T11:52:25+00:00,525598
M1,C13,2026-02-07T11:52:25+00:00,2026-02-08T09:52:25+00:00,79200
M1,C13,2026-02-08T09:52:25+00:00,2026-02-12T13:07:26+00:00,357301
M1,C13,2026-02-12T13:07:26+00:00,2026-02-14T07:07:26+00:00,151200
M1,C13,2026-02-14T07:07:26+00:00,2026-02-16T14:37:27+00:00,199801
M1,C13,2026-02-16T14:37:27+00:00,2026-02-17T01:07:24+00:00,37797
M1,C13,2026-02-17T01:07:24+00:00,2026-02-17T02:07:24+00:00,3600
M1,C13,2026-02-17T02:07:24+00:00,2026-02-17T02:52:24+00:00,2700
M1,C13,2026-02-17T03:07:24+00:00,2026-02-18T02:07:25+00:00,82801
M1,C13,2026-02-18T02:07:25+00:00,2026-02-18T02:37:25+00:00,1800
M1,C13,2026-02-18T02:37:25+00:00,2026-02-18T14:52:25+00:00,44100
M1,C13,2026-02-18T14:52:25+00:00,2026-02-19T11:22:25+00:00,73800
M1,C13,2026-02-19T11:22:25+00:00,2026-02-20T05:22:25+00:00,64800
M1,C13,2026-02-20T05:22:25+00:00,2026-02-20T13:52:25+00:00,30600
M1,C13,2026-02-20T13:52:25+00:00,2026-02-20T14:52:25+00:00,3600
M1,C13,2026-02-20T14:52:25+00:00,2026-02-21T03:37:25+00:00,45900
M1,C13,2026-02-21T03:37:25+00:00,2026-02-22T08:37:25+00:00,104400
M1,C13,2026-02-22T08:37:25+00:00,2026-02-22T12:37:25+00:00,14400
M1,C13,2026-02-22T12:37:25+00:00,2026-02-22T15:07:25+00:00,9000
M1,C13,2026-02-22T15:07:25+00:00,2026-06-06T06:37:27+00:00,8955002
M2,C02,2022-08-10T18:51:55+00:00,2022-08-10T19:21:55+00:00,1800
M2,C02,2022-08-13T22:23:54+00:00,2022-08-13T22:51:54+00:00,1680
M2,C02,2022-08-13T23:14:54+00:00,2022-08-13T23:51:54+00:00,2220
M2,C02,2022-08-14T22:56:55+00:00,2022-08-14T23:21:55+00:00,1500
M2,C02,2022-08-15T00:25:55+00:00,2022-08-15T00:51:55+00:00,1560
M2,C02,2022-08-15T21:20:55+00:00,2022-08-15T21:51:55+00:00,1860
M2,C02,2022-08-17T00:45:55+00:00,2022-08-17T01:21:55+00:00,2160
M2,C02,2022-08-24T13:24:55+00:00,2022-08-24T13:51:55+00:00,1620
M2,C02,2022-08-25T11:51:55+00:00,2022-08-25T12:24:55+00:00,1980
M2,C02,2022-08-25T18:54:54+00:00,2022-08-25T19:24:54+00:00,1800
M2,C02,2022-08-26T18:51:55+00:00,2022-08-26T19:21:55+00:00,1800
M2,C02,2022-08-28T17:36:55+00:00,2022-08-28T18:06:55+00:00,1800
M2,C02,2022-08-29T16:19:54+00:00,2022-08-29T17:51:54+00:00,5520
M2,C02,2022-08-29T18:54:54+00:00,2022-08-29T19:24:54+00:00,1800
M2,C02,2022-08-29T19:24:54+00:00,2022-08-29T19:51:54+00:00,1620
M2,C02,2022-09-02T08:56:57+00:00,2022-09-02T09:21:55+00:00,1498
M2,C02,2022-09-03T08:56:57+00:00,2022-09-03T09:21:54+00:00,1497
M2,C02,2022-09-06T20:51:54+00:00,2022-09-06T21:21:54+00:00,1800
M2,C02,2022-09-07T16:24:55+00:00,2022-09-07T16:51:55+00:00,1620
M2,C02,2022-09-08T15:54:55+00:00,2022-10-13T16:24:55+00:00,3025800
M2,C02,2022-10-13T20:24:55+00:00,2022-10-13T20:51:55+00:00,1620
M2,C02,2022-10-17T02:12:55+00:00,2022-10-17T02:51:55+00:00,2340
M2,C02,2022-10-18T15:24:55+00:00,2022-10-18T15:51:55+00:00,1620
M2,C02,2022-10-31T21:24:55+00:00,2022-10-31T21:51:55+00:00,1620
M2,C02,2022-11-07T19:49:54+00:00,2022-11-08T01:35:54+00:00,20760
M2,C02,2022-11-15T20:24:55+00:00,2022-11-15T20:51:55+00:00,1620
M2,C02,2022-11-16T16:51:55+00:00,2023-01-04T18:36:55+00:00,4239900
M2,C02,2023-01-11T20:51:55+00:00,2023-01-11T21:24:55+00:00,1980
M2,C02,2023-01-11T21:54:55+00:00,2023-01-11T22:24:55+00:00,1800
M2,C02,2023-01-12T00:54:55+00:00,2023-01-12T01:21:55+00:00,1620
M2,C02,2023-01-23T06:36:55+00:00,2023-01-23T07:06:55+00:00,1800
M2,C02,2023-01-24T01:36:55+00:00,2023-01-24T02:06:55+00:00,1800
M2,C02,2023-01-24T02:36:55+00:00,2023-01-24T03:06:55+00:00,1800
M2,C02,2023-01-24T08:06:55+00:00,2023-01-24T08:36:55+00:00,1800
M2,C02,2023-01-24T18:21:55+00:00,2023-01-24T18:54:55+00:00,1980
M2,C02,2023-01-24T19:24:55+00:00,2023-01-24T19:51:55+00:00,1620
M2,C02,2023-01-26T04:06:55+00:00,2023-01-26T04:36:55+00:00,1800
M2,C02,2023-01-27T02:36:55+00:00,2023-01-27T03:06:55+00:00,1800
M2,C02,2023-01-27T07:36:55+00:00,2023-01-27T08:06:55+00:00,1800
M2,C02,2023-01-28T02:36:56+00:00,2023-01-28T03:06:56+00:00,1800
M2,C02,2023-01-28T05:06:56+00:00,2023-01-28T05:36:56+00:00,1800
M2,C02,2023-01-29T08:36:56+00:00,2023-01-29T09:06:56+00:00,1800
M2,C02,2023-01-29T10:06:56+00:00,2023-01-29T10:36:56+00:00,1800
M2,C02,2023-01-29T11:36:56+00:00,2023-01-29T12:06:56+00:00,1800
M2,C02,2023-01-30T07:36:54+00:00,2023-01-30T08:06:54+00:00,1800
M2,C02,2023-01-30T12:36:55+00:00,2023-01-30T13:06:55+00:00,1800
M2,C02,2023-01-31T10:36:55+00:00,2023-01-31T11:06:55+00:00,1800
